11146 17013 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 5521 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933
14480 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577
16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440
241 70 70 70 70 70 70 70 70 70 70 70 70 70 60 2153 36 70 60 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 15881 70 70 70 70 70 70 70 70 70 12765 70 70
17378 16546 16546 16546 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640
14479 1741 359 11277 6511 16431 6511 6511 6511 6511 13564 13564 13564 13564 13564 13564 14300 19736 10034 17454 16431 6511 6511 2476 2476 2476 2476 2476 2476 2476 2476 2476 14300 592 14480 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577
3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955 3955
16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440 16440
8298 8298 8298 8298 8298 8298 8298 8298 8298 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577
11487 2600 19921 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381 4381
