3933 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394
70 70 70 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045
8334 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 2349 3045 3045 3045 3045 3045 3045 3045
75 12105 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 9046 171 13348 583 583 5
14154 14154 14154 12796 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 16418 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394
10984 13415 8706 12368 14715 12372 14219 421 421 421 70 70 70 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045
18989 21253 12832 692 970 18285 439 5521 1674 12871 1776 120 9392 9392 9392 9392 9392 9392 9392 9392 9392 9392 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045
1674 8895 21576 13392 18857 5807 3933 14577 3933 140 21574 7001 5039 2420 117 19998 8817 11079 1922 1922 1922 1922 1922 1922 1922 1922 1922 1922 1922 1922 1922 1922 1922 1922 1922 1922 1922 1922 1922 1922 1922 1922 3045 3045 3045 3045 3045 3045
11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946 11946
2073 20800 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 1165 3045 3045
